id_n	name_s
7551	Alejandro Estrella-Balderrama
7552	Fabrizio Frati
7553	Stephen G. Kobourov
7554	Giuseppe Liotta
7555	Hwanjo Yu
7556	Che Soong Kim
7557	Valentina I. Klimenok
7558	Gennady V. Tsarenkov
7559	Lothar Breuer
7560	Alexander N. Dudin
7561	Alexander W. Dent
7562	Caroline Kudla
7563	Dyi-Rong Duh
7564	Hsien-Jone Hsieh
7565	Stéphanie Gerbaud
7566	Bruno Arnaldi
7567	Jacques Tisseau
7568	James Cook
7569	Krishnaram Kenthapadi
7570	Nina Mishra
7571	H. Kubota
7572	Satoshi Nomura
7573	Yasuyuki Sumi
7574	Toyoaki Nishida
7575	Claire Costello
7576	Owen Molloy
7577	Filippo Lanubile
7578	A. Lonigro
7579	Giuseppe Vissagio
7580	Christian Smith
7581	H. O. Danielsson
7582	Arne J\onsson
7583	Timothy W. Bickmore
7584	Laura Pfeifer Vardoulakis
7585	Brian W. Jack
7586	Michael K. Paasche-Orlow
7587	Danila Doroshin
7588	M. V. Tkachenko
7589	Nikolay Lubimov
7590	Mikhail Kotov
7591	Johann Kranz
7592	Julia V. Gallenkamp
7593	Arnold Picot
7594	Jonathan P. Bowen
7595	Mike Hinchey
7596	Emil Vassev
7597	Renaud Lecat
7598	Jean-Jacques Quisquater
7599	Paul Fabry
7600	Christian Lovis
7601	Libero Nigro
7602	Francesco Pupo
7603	Kian-Lee Tan
7604	Pierre Laforcade
7605	Lahcen Oubahssi
7606	Ps Cottier
7607	Laura Bocchi
7608	Hernán C. Melgratti
7609	Emilio Tuosto
7610	Lukman Ab. Rahim
7611	Shiladitya Bhattacharjee
7612	Izzatdin Abdul Aziz
7613	D.R. Woodward
7614	Ian Page
7615	David Levy
7616	Ronald G. Harley
7617	Sergio Alvarez
7618	Miguel Ángel Sotelo
7619	David Fernández Llorca
7620	Raúl Quintero
7621	O. Marcos
7622	Rafael Barea
7623	Luciano Boquete
7624	Manuel Mazo
7625	Elena López Guillén
7626	Luis Miguel Bergasa
7627	Seung Eun Lee
7628	Dae Young Park
7629	Daniel Oberle
7630	Lee L. Gremillion
7631	Philip J. Pyburn
7632	Chao Guo
7633	Changle Li
7634	Huiying Liu
7635	Jun Bi
7636	Jiangping Wu
7637	Nicholas A. Nechval
7638	Maris Purgailis
7639	Uldis Rozevskis
7640	Konstantin N. Nechval
7641	Jie Ding
7642	Jane Hillston
7643	Maha Maalej
7644	Achraf Mtibaa
7645	Faiez Gargouri
7646	Miklós Ajtai
7647	Andreas Wannagat
7648	Birgit Vogel-Heuser
7649	Sonja Maier
7650	Mark Minas
7651	Karsten Schmidt
7652	Timothy Maxwell
7653	A. Ertas
7654	Murat M. Tanik
7655	Sarah M. Erfani
7656	Shanika Karunasekera
7657	Christopher Leckie
7658	Marimuthu Palaniswami
7659	Matteo Baldoni
7660	Laura Giordano
7661	Alberto Martelli
7662	Antonio Messina
7663	Massimo Borghesi
7664	Massimo Fustini
7665	L. Mazzoni
7666	Manuele Torrisi
7667	Jacques Leorat
7668	Pasquale Londrillo
7669	Oscar López
7670	Miguel A. Laguna
7671	Francisco José García-Peñalvo
7672	Guangying Hua
7673	Yingjie Sun
7674	Dominique Haughton
7675	Richard J. Bachmann
7676	Ravi Vaidyanathan
7677	Frank J. Boria
7678	James Pluta
7679	Josh Kiihne
7680	Brian Keith Taylor
7681	Robert H. Bledsoe
7682	Peter Ifju
7683	Roger D. Quinn
7684	Evangelos A. Kiountouzis
7685	Spyros Kokolakis
7686	Jussi Rintanen
7687	Yin Kang
7688	Helen Monkman
7689	André Kushniruk
7690	Leonard C. Manzara
7691	David R. Hill
7692	Stephen B. Furber
7693	Jim D. Garside
7694	Steve Temple
7695	Paul Day
7696	Nigel C. Paver
7697	Yasutomo Kajiura
7698	Gianna Cassidy
7699	Raymond MacDonald
7700	Jon Sykes
7701	Peter C. R. Lane
7702	Rohit Sharma
7703	Vivek Kumar Sehgal
7704	nitin
7705	Munish Sood
7706	Puneet Dhawan
7707	Anupam Prasad
7708	Manas Srivastava
7709	Ayushi Agarwal
7710	Sören Frey
7711	Wilhelm Hasselbring
7712	Michael Mose Biskjaer
7713	Peter Dalsgaard
7714	Kim Halskov
7715	Shaheen Fatima
7716	Michael Wooldridge
7717	Nicholas R. Jennings
7718	Magnús M. Halldórsson
7719	Lucia Tilio
7720	Beniamino Murgante
7721	Francesco Di Trani
7722	Marco Vona
7723	Angelo Masi
7724	Massimo Cossentino
7725	Carmelo Lodato
7726	Salvatore Lopes
7727	Marcello Pucci
7728	Gianpaolo Vitale
7729	Maurizio Cirrincione
7730	Alexandre Aussem
7731	Corinne Boutevin
7732	Vinh Thong Ta
7733	Amit Dvir
7734	Pawel Gburzynski
7735	Piotr Rudnicki
7736	Silja Meyer-Nieberg
7737	Hans-Georg Beyer
7738	Hubert Bertling
7739	Harald Ganzinger
7740	Renate Schäfers
7741	Robert Nieuwenhuis
7742	Les Earnest
7743	Jeff Z. Pan
7744	Michel Joubert
7745	Sylvain Aymard
7746	Pascal Staccini
7747	Marius Fieschi
7748	Chen-Tung Chen
7749	Volha Bryl
7750	Mateja Verlic
7751	Soon Gill Hong
7752	Sammy Jang
7753	Mun Yong Yi
7754	Key-Sun Choi
7755	Wahabou Abdou
7756	Christelle Bloch
7757	Damien Charlet
7758	François Spies
7759	Nicola Roberto Zema
7760	Nathalie Mitton
7761	Giuseppe Ruggeri
7762	Dandan Yu
7763	Yanxiang He
7764	Guoqing Tu
7765	Maofu Liu
7766	Henning Bergmann
7767	Hans-Hermann Hamer
7768	Andreas Noll
7769	Annedore Paeseler
7770	Horst Tomaschewski
7771	Youakim Badr
7772	Noura Faci
7773	Zakaria Maamar
7774	Frédérique Biennier
7775	Alberto Nogales
7776	Miguel-Angel Sicilia
7777	Elena García-Barriocanal
7778	Salvador Sánchez-Alonso
7779	Jérôme Goulian
7780	Jean-Yves Antoine
7781	Franck Poirier
7782	Leopoldo Zepeda
7783	Elizabeth Ceceña
7784	Matilde Celma
7785	Hao Han
7786	Tomoya Noro
7787	Takehiro Tokuda
7788	Francis Lau
7789	Colin Partridge
7790	Gurprit Randhawa
7791	Mike Bowen
7792	Fabienne Fritzinger
7793	Marion Weller
7794	Ulrich Heid
7795	Egon Börger
7796	Timothy Koschmann
7797	Ahmed Mueen
7798	Abdullah Gani
7799	Mohd Sapiyan Baba
7800	Roziati Zainuddin
7801	Vladislav Rutenburg
7802	Richard G. Ogier
7803	Bassel Habib
7804	David Janin
7805	Linlin Ding
7806	Baiyou Qiao
7807	Guoren Wang
7808	Chen Chen
7809	Alexander Fölling
7810	Matthias Hofmann
7811	Shahla Parveen
7812	Abdul Qadeer
7813	Miroslaw Bober
7814	Krzysztof Kucharski
7815	Władysław Skarbek
7816	Masahiro Kimura
7817	Kazumi Saito
7818	Hiroshi Motoda
7819	Nian-Shing Chen
7820	Benazir Quadir
7821	Daniel Chia-En Teng
7822	Chooleewan Dachapak
7823	Shunshoku Kanae
7824	Zi-Jiang Yang
7825	Kiyoshi Wada
7826	Pao-Ta Yu
7827	Yen-Shou Lai
7828	Chia-Ming Liu
7829	Jenq-Muh Hsu
7830	Carmen Maria Sordo-Garcia
7831	M. Benjamin Dias
7832	Ming Li 0014
7833	Wael El-Deredy
7834	Paulo J. G. Lisboa
7835	Sinica Alboaie
7836	Gabriel Ciobanu
7837	Sangeeta Mittal
7838	Krishna Gopal
7839	S.L. Maskara
7840	Michael Farrugia
7841	Aaron J. Quigley
7842	Takanobu Yamanobe
7843	Khashayar Pakdaman
7844	Taishin Nomura
7845	Shunsuke Sato
7846	Qinrong Feng
7847	Ekkart Kindler
7848	Marisa Analía Sánchez
7849	Marcus F. T. Machado
7850	Bruno S. Nascimento
7851	Adriana Santarosa Vivacqua
7852	Marcos R. S. Borges
7853	Mariana V. Ribeiro
7854	Luiz Manoel S. Cunha
7855	Heloisa A. Camargo
7856	Luiz Henrique Antunes Rodrigues
7857	Arash Farzan
7858	Rajeev Raman
7859	Didier Schwab
7860	Nathan Guillaume
7861	Chi-Fu Lin
7862	P. S. Pa
7863	Chiou-Shann Fuh
7864	Se-Hee Jang
7865	Yung-Sik Kim
7866	Jianguo Chen
7867	Hao Chen
7868	Jie Guo
7869	Claire D'Este
7870	Ashfaqur Rahman
7871	Alison Turnbull
7872	Kyung Mi Lee
7873	Chan Hee Lee
7874	Keon Myung Lee
7875	Hilarie Orman
7876	John R. Smith
7877	Savitha Srinivasan
7878	Arnon Amir
7879	Sankar Basu
7880	Giridharan Iyengar
7881	Ching-Yung Lin
7882	Milind R. Naphade
7883	Dulce B. Ponceleon
7884	Belle L. Tseng
7885	George Bosilca
7886	Thomas Herault
7887	Pierre Lemarinier
7888	Ala Rezmerita
7889	Jack Dongarra
7890	Sabine Van Huffel
7891	Chi-Lun Cheng
7892	Nicola Mastronardi
7893	Chris Paige
7894	Alexander Kukush
7895	Jaeyeon Yoo
7896	Younghwan Pan
7897	Ling De Su
7898	Zi Wu Jiang
7899	Tong Song Jiang
7900	R.C. Hooper
7901	Ian D. Henning
7902	M.C. Brain
7903	R.C. Booth
7904	K.R. Preston
7905	P.P. Smyth
7906	David R. Smith
7907	B.R. White
7908	Toshiyuki Takezawa
7909	Tohru Shimizu
7910	Yuta Yoshimura
7911	Takayoshi Shoudai
7912	Yusuke Suzuki
7913	Tomoyuki Uchida
7914	Tetsuhiro Miyahara
7915	Shigeo Hirose
7916	Sanehito Aoki
7917	Armelle Brun
7918	Anne Boyer
7919	Sherman S. M. Chow
7920	Jie-Han Lee
7921	Lakshminarayanan Subramanian
7922	Kaiyuan Sun
7923	Andrea Baronchelli
7924	Nicola Perra
7925	Mohammad S. Obaidat
7926	José Manuel González Vázquez
7927	Vincenzo Ambriola
7928	Giuliano Pacini
7929	Franco Turini
7930	Kanji Kato
7931	Katsuhiko Ogawa
7932	Joan A. Smith
7933	John F. Owen
7934	James R. Gray
7935	Markus Salo
7936	Markus Makkonen
7937	Matthias Schneider
7938	Sven Hirsch
7939	Bruno Weber
7940	Gábor Székely
7941	Markus Janssen
7942	Rainer Müller
7943	Howard Marmorstein
7944	Jayesh Ghia
7945	Sandeep Sathaye
7946	Akshay Gupta
7947	Eva Baron-Vartian
7948	Vladimir A. Shekhovtsov
7949	Arkadiy V. Kostanyan
7950	Eugene Gritskov
7951	Y.V. Litvinenko
7952	Mikhail Timonin
7953	Basto L
7954	John R. Kuban
7955	Maria Teresa Pazienza
7956	Michele Vindigni
7957	María Teresa Vicente-Díez
7958	Julián Moreno-Schneider
7959	Paloma Martínez
7960	Keo-Sik Kim
7961	Chul-Gyu Song
7962	Jeong-Hwan Seo
7963	Min-Ho Kim
7964	Sang-Hun Ryu
7965	Jia Zhang
7966	Carl K. Chang
7967	Kai H. Chang
7968	Zhiguo Gong
7969	P. J. MacVicar-Whclan
7970	Thomas O. Binford
7971	Frank Schröder
7972	Karl-Heinz Gonschorek
7973	Anna M. Wichansky
7974	Catherine Kobus
7975	Géraldine Damnati
7976	Lionel Delphin-Poulat
7977	Renato De Mori
7978	Nikolay K. Vereshchagin
7979	Peter Bartalos
7980	Mária Bieliková
7981	Matteo Gaeta
7982	Pierluigi Ritrovato
7983	Saverio Salerno
7984	Hugo de Garis
7985	Jian Yu Tang
7986	Zhiyong Huang
7987	Cong Chen
7988	Junfei Guo
7989	Xianjin Tan
7990	Hao Tian
7991	Xiaohan Tian
7992	Xianjian Wu
7993	Ye Xiong
7994	Xiangqian Yu
7995	Di Huang
7996	Andrzej Bielecki
7997	T. Buratowski
7998	Piotr Śmigielski
7999	Johannes Feiner
8000	Keith Andrews
8001	Yirong Chen
8002	Qin Lu
8003	Wenjie Li
8004	Gaoying Cui
8005	M. H. Ahmad Fadzil
8006	Hermawan Nugroho
8007	Romuald Jolivot
8008	Franck Marzani
8009	Norashikin Shamsuddin
8010	Roshidah Baba
8011	David House
8012	Toshiyuki Tanaka
8013	Tim Nonner
8014	Akemi Gálvez
8015	Andrés Iglesias
8016	Setsuo Takato
8017	Julien Thomas
8018	Pierre-Emmanuel Jouve
8019	Nicolas Nicoloyannis
8020	Hans-Peter Steiert
8021	Jiří Vomlel
8022	Petr Tichavský
8023	O. C. McNally
8024	John V. McCanny
8025	Roger F. Woods
8026	Erol Özgür
8027	Mustafa Berkay Yilmaz
8028	Harun Karabalkan
8029	Hakan Erdogan
8030	Mustafa Unel
8031	Jaegeol Yim
8032	Seung-Hwan Jeong
8033	Makoto Kobayashi
8034	Takuya Suzuki
8035	Daisuke Wakatsuki
8036	Antonio Ruiz Cortés
8037	Amador Durán
8038	Rafael Corchuelo
8039	Miguel Toro
8040	Tyler Corbin
8041	Tomasz Müldner
8042	Jan Krzysztof Miziołek
8043	Edward Nawarecki
8044	Krzysztof Cetnarowicz
8045	Maciej Zygmunt
8046	Christian Mittasch
8047	Klaus Irmscher
8048	Reinhold Haux
8049	Matthias Gietzelt
8050	Nils Hellrung
8051	Wolfram Ludwig
8052	Michael Marschollek
8053	Bianying Song
8054	Klaus-Hendrik Wolf
8055	Ashok S. Kolaskar
8056	Urmila Kulkarni-Kale
8057	Axel Lehmann
8058	Marko A. Hofmann
8059	Julia Palii
8060	Alexandros Karakasidis
8061	Patrick Ruckdeschel
8062	D. Vijay Rao
8063	Ravi Shankar
8064	Lazaros S. Iliadis
8065	V. V. S. Sarma
8066	Peter Bro Miltersen
8067	Andrew R Nix
8068	M. Gareth Gaskell
8069	William D. Marslen-Wilson
8070	Rahul C. Basole
8071	Wasfi G. Al-Khatib
8072	Atiq-ul Islam
8073	Arif Ghafoor
8074	Amel Boulemnadjel
8075	Fella Hachouf
8076	Marco Taisch
8077	Mohammadreza Heydari Alamdari
8078	Christian Zanetti
8079	Antônio Carlos da Rocha Costa
8080	Graçaliz Pereira Dimuro
8081	Tomasz Kowalski
8082	Hiroakira Ono
8083	Jayren J. Sooful
8084	Elizabeth C. Botha
8085	Zachary Ernst
8086	Seth Kurtenbach
8087	Nathanael Leedom Ackerman
8088	Cameron E. Freer
8089	Donald F. Ferguson
8090	Gautam Kar
8091	Gerald Leitner
8092	Christos Nikolaou
8093	Xiaokang Shu
8094	Lin Yao
8095	Jianjun Meng
8096	Xinjun Sheng
8097	Xiangyang Zhu
8098	Daiki Aono
8099	Makio Ishihara
8100	Rex E. Gantenbein
8101	Chang Oan Sung
8102	Jan Frey
8103	Hans Hagen
8104	Bernd Hamann
8105	Boris Jeremic´
8106	Kenneth I. Joy
8107	Dmitriy V. Borovtsov
8108	Lukasz Chrost
8109	Krzysztof Grochla
8110	Tobias Marschall
8111	Sven Rahmann
8112	Mitchell L. Neilsen
8113	Roland Carl Backhouse
8114	Yanwu Xu
8115	Jiang Liu
8116	Stephen Lin
8117	Dong Xu
8118	Carol Yim-lui Cheung
8119	Tin Aung
8120	Tien Yin Wong
8121	Scott A. Van Duyne
8122	David A. Jaffe
8123	Gregory P. Scandalis
8124	Timothy S. Stilson
8125	Peter O’Connor
8126	Takuto Yanagida
8127	Masahito Kurihara
8128	Hidetoshi Nonaka
8129	Gi-Bum Lee
8130	Jeong-Heon Heo
8131	Z. Han
8132	Jin S. Lee
8133	Linda Schneider
8134	Kerim Hajji
8135	Andreas Schirbaum
8136	Dirk Basten
8137	Marcel Spehr
8138	Sebastian Grottel
8139	Stefan Gumhold
8140	Robert Neumayer
8141	Andreas Rauber
8142	Hans P. Zima
8143	Barbara M. Chapman
8144	Lucia Vilela Leite Filgueiras
8145	Plinio Thomaz Aquino
8146	Vera Tokairim
8147	Carlos Torres
8148	Iara Barbarian
8149	Timothy B. Patrick
8150	Rachel L. Richesson
8151	James E. Andrews
8152	Lillian C. Folk
8153	Suresh Malladi
8154	Mayuram S. Krishnan
8155	Bruno D. Zumbo
8156	Michael Schneider
8157	Norman Göttert
8158	Shakti Prasad Rath
8159	Jinlong Wang
8160	Yu-Dong Yao
8161	Alessandra Di Pierro
8162	Herbert Wiklicky
8163	Bernard Ijesunor Akhigbe
8164	Babajide S. Afolabi
8165	Emmanuel R. Adagunodo
8166	Rein Prank
8167	Mart Anton
8168	Weifu Chen
8169	Guocan Feng
8170	Xiaolin Zou
8171	Zhiyong Liu
8172	Tuire Palonen
8173	Marita Neitola
8174	K. Laine
8175	Ting Dai
8176	Sai Sathyanarayan
8177	Roland H. C. Yap
8178	Zhenkai Liang
8179	Yubo Jia
8180	Hongdan Fan
8181	Guanghu Xia
8182	Xing Dong
8183	Santosh Raju
8184	Praneeth M Shishtla
8185	Lizzie Coles-Kemp
8186	Richard E. Overill
8187	Rong-An Shang
8188	Yu-Chen Chen
8189	Cheng-Min Chen
8190	Stefan B. Williams
8191	Oscar Pizarro
8192	Michael V. Jakuba
8193	Neville S. Barrett
8194	Martin Schrepp
8195	Theo Held
8196	P. Fischer
8197	Jason Waterman
8198	Geoffrey Werner Challen
8199	Matt Welsh
8200	S. Boudoua
8201	Mourad Chettouh
8202	Mustapha Hamerlain
8203	Håkan L. S. Younes
8204	Svante Janson
8205	Gregory B. Sorkin
8206	Alan R. Blatecky
8207	Sampath Rangarajan
8208	Yennun Huang
8209	Satish K. Tripathi
8210	Jun-Seong Park
8211	Daniel C. Lee 0001
8212	Kazuhiro Kondo
8213	Yu-Hung Kao
8214	Barbara Wheatley
8215	Rodger Jamieson
8216	Lesley Pek Wee Land
8217	Stephen Smith
8218	Gregory Stephens
8219	Donald Winchester
8220	Roberto Mecca
8221	Jean-Denis Durou
8222	Haitham S. Hamza
8223	Shasha Wu
8224	Jitender S. Deogun
8225	Ivan Lirkov
8226	Svetozar Margenov
8227	Marcin Paprzycki
8228	J. McLaughlin
8229	Theodore Charitos
8230	Özgür L. Özçep
8231	Ralf Möller
8232	Moises Goldszmidt
8233	Judea Pearl
8234	Ned Chapin
8235	Mira Kajko-Mattsson
8236	Khalid Mansour
8237	Ezz Hattab
8238	Emad Abuelrub
8239	Tom Jehaes
8240	Wim Lamotte
8241	Klaas Tack
8242	Chang Wan
8243	Carina de Villiers
8244	Roy Johnson
8245	Phillip D. Cremer
8246	Ting Ke
8247	Bing Yang
8248	Ling Zhen
8249	Junyan Tan
8250	Ling Jing
8251	Artur Janicki
8252	Tomasz Staroszczyk
8253	Gunnar Fant
8254	Slav Petrov
8255	Raj Jain
8256	Nor Azura Md Ghani
8257	Choong Yeun Liong
8258	Abdul Aziz Jemain
8259	Yoshihiro Abe
8260	Jean-Guillaume Dumas
8261	Dominique Duval
8262	Laurent Fousse
8263	Jean-Claude Reynaud
8264	Gregor Kiczales
8265	John Lamping
8266	Sri Krishna Kumar
8267	Jennifer A. Harding
8268	Lora Aroyo
8269	Darina Dicheva
8270	Silvio Gonnet
8271	Horacio P. Leone
8272	Alexandros Stavdas
8273	C. Skoufis
8274	I. Angelopoulos
8275	George I. Stassinopoulos
8276	Ioannis E. Pountourakis
8277	Sascha Dahl
8278	Ulrich Derigs
8279	Artur S. d'Avila Garcez
8280	John L. Bruno
8281	Phillip B. Gibbons
8282	Steven Phillips
8283	Mark O. Riedl
8284	Carlos Leon
8285	Junghoon Lee
8286	Gyung-Leen Park
8287	Min-Jae Kang
8288	Ho-Young Kwak
8289	Sang Joon Lee
8290	Jikwang Han
8291	Stephen W. Poole
8292	Oscar R. Hernandez
8293	Jeffery A Kuehn
8294	Galen M Shipman
8295	Anthony Curtis
8296	Karl Feind
8297	James Monaco
8298	Jason D. Hipp
8299	Daniel Lucas
8300	S. Smith
8301	Ulysses J. Balis
8302	Anant Madabhushi
8303	Corrado Loglisci
8304	Michelangelo Ceci
8305	Stevo Bozinovski
8306	Ján Morovic
8307	Pei-Li Sun
8308	Kamrul Hasan Talukder
8309	Koichi Harada
8310	Nadir Farah
8311	Labiba Souici
8312	Lotfi Kashani Farah
8313	Mokhtar Sellami
8314	Gyo Osawa
8315	Toshio Kawai
8316	Hideo Aiso
8317	Thai Son Hoang
8318	Jean-Raymond Abrial
8319	Muhammad Rezaul Karim
8320	Guenther Ruhe
8321	Nuha El-Khalili
8322	Sukumar Kamalasadan
8323	Abhiman Hande
8324	Gregor Möhler
8325	Tao Wang
8326	Jin Tang
8327	Wei Zhao
8328	Qin Xu
8329	Bin Luo
8330	Yücel Saygin
8331	Mohammad Shojafar
8332	Farain Aeini
8333	Hassan Rashidi
8334	Mei-Ju Yang
8335	Guo-Ying Gu
8336	Li-Min Zhu
8337	Lara Cogoi
8338	Vincenzo Della Mea
8339	Luca Di Gaspero
8340	Vito Roberto
8341	Cecilia Sik-Lányi
8342	János Schanda
8343	Tomáš Masopust
8344	Andreas Zeller
8345	Fionn Murtagh
8346	Kiran Kumar Abburi
8347	Siva Subrahmanya Evani
8348	Sajeev Thomas
8349	Anup Aprem
8350	Daniel C. Hyde
8351	Jangyeol Kim
8352	Soongohn Kim
8353	Andreas Geyer-Schulz
8354	Andreas W. Neumann
8355	Anke Thede
8356	Sonal Kumar
8357	Daya Gupta
8358	V. K. Panchal
8359	Shashi Kumar
8360	Kiyoshi Kohzuki
8361	Takeshi Nishiki
8362	A. Tsubokura
8363	Masayuki Ueno
8364	Shoichi Harima
8365	Katsuhide Tsushima
8366	Raymund Sison
8367	Masayuki Numao
8368	Masamichi Shimura
8369	Ernesto Dedó
8370	Norma Zagaglia Salvi
8371	Stephen J. Kirkland
8372	Gabriella Schoier
8373	Giuseppe Borruso
8374	Volker Steinbiss
8375	Henri Cohen
8376	Francisco Diaz y Diaz
8377	Michel Olivier
8378	David Luper
8379	Muthukumaran Chandrasekaran
8380	Khaled Rasheed
8381	Hamid R. Arabnia
8382	Marcus Laumann
8383	Alexey Tsymbal
8384	Martin Huber
8385	Sonja Zillner
8386	Tamas Hauer
8387	Martin Fürer
8388	Marianne Durand
8389	Philippe Flajolet
8390	Acklesh Prasad
8391	Jon Heales
8392	Weimin Yu
8393	Alan L. Cox
8394	Sungjin Ahn
8395	Babak Shahbaba
8396	Max Welling
8397	Gilles Motet
8398	Jeffrey M. Voas
8399	Jung Hee Cheon
8400	MunJu Kim
8401	Kwangjo Kim
8402	Jung-Yeun Lee
8403	Sungwoo Kang
8404	Philippe Besnard
8405	Sylvie Doutre
8406	Andreas Herzig
8407	Mario Kusek
8408	Kresimir Jurasovic
8409	Vjekoslav Sinkovic
8410	Keith Price
8411	Gustavo Carvalho
8412	Ana Maria Almeida Carvalho
8413	Eduardo Amaya Rocha
8414	Ana Cavalcanti
8415	Augusto Sampaio
8416	Levent Ertaul
8417	Omicel Catambay
8418	Li Gy
8419	Yutian Zhu
8420	Shuan-zhong Wang
8421	Vladimir Camelo Pinto
8422	Thiago Martini da Costa
8423	Marcelo Contardo Moscoso Naveira
8424	Daniel Sigulem
8425	Paulo Schor
8426	Ivan Torres Pisa
8427	David B. Bracewell
8428	Fuji Ren
8429	Shingo Kuroiwa
8430	Fethi Bougares
8431	Mickael Rouvier
8432	Nathalie Camelin
8433	François Jacquenet
8434	Christine Largeron
8435	Cédric Udréa
8436	Junpeng Chen
8437	Juan Liu
8438	Bo Guo
8439	Ken-etsu Fujita
8440	Frank Drewes
8441	A. Prasad Sistla
8442	Miloš Žefran
8443	Yao Feng
8444	Richard J. LeBlanc
8445	C. Thomas Wilkes
8446	Christine Sinoquet
8447	Raphaël Mourad
8448	Philippe Leray
8449	Flávia Maria Santoro
8450	Patrick Brézillon
8451	Chong Sean Kuay
8452	Zhiqi Shen
8453	Robert Gay
8454	Chunyan Miao
8455	Michael Beetz
8456	Thorsten Schmitt
8457	Robert Hanek
8458	Sebastian Obermeier
8459	Nick K. Treadgold
8460	Alessandra Raffaetà
8461	Alessandro Roncato
8462	Claudio Silvestri
8463	Lijun Liao
8464	Jörg Schwenk
8465	Juan Pedro Caraça-Valente
8466	Daniel Borrajo
8467	Sheng-Tun Li
8468	Damien De Paoli
8469	Andrzej M. Goscinski
8470	Michael Hobbs
8471	Philip Joyce
8472	Shih-Yuan Huang
8473	Kuo-Sheng Cheng
8474	Chi-Wu Mao
8475	Yasufumi Inoue
8476	T. Inoue
8477	Masataka Tokumaru
8478	Andrea Everard
8479	Brian M. Jones
8480	Scott McCoy
8481	Daniel de Araújo
8482	Adrião Duarte Dória Neto
8483	Allan de Medeiros Martins
8484	Omri Eliav
8485	Tomer Sharon
8486	Róbert Busa-Fekete
8487	Balázs Kégl
8488	Silvana Rossetto
8489	Flávio Miguel Varejão
8490	Thomas W. Rauber
8491	Jun Iio
8492	Tomoyuki Yatabe
8493	Kazuo Hiyane
8494	Moses Charikar
8495	Konstantin Makarychev
8496	Yury Makarychev
8497	Martti Vainio
8498	Toomas Altosaar
8499	David R. Cheriton
8500	Timothy P. Mann
8501	Tapio Ristimaki
8502	Jari Nurmi
8503	Erol Kazan
8504	Jan Damsgaard
8505	Manny Rayner
8506	Thomas Müller-Gronbach
8507	Erich Novak
8508	Klaus Ritter
8509	Symeon Papadopoulos
8510	Christos Sagonas
8511	Athena Vakali
8512	Nicola Ancona
8513	Annarita D'Addabbo
8514	Sabino Liuni
8515	Graziano Pesole
8516	Rosalia Maglietta
8517	Gus Hosein
8518	E. Leopold
8519	Sven Naumann
8520	Jürgen Schrepp
8521	Cecil Eng Huang Chua
8522	Veda C. Storey
8523	François de Bertrand de Beuvron
8524	François Rousselot
8525	David Rudloff
8526	Frank Bormann
8527	Stephan Flake
8528	Jürgen Tacken
8529	Peter Janich
8530	Xinxiao Wu
8531	Yunde Jia
8532	Matthew Bolaños
8533	John Forrest
8534	Michael Hahsler
8535	P. Prabhu
8536	N. Anbazhagan
8537	Young-Guk Ha
8538	Cheonshu Park
8539	Sangseung Kang
8540	Toni Kazic
8541	David J. States
8542	Lloyd Allison
8543	Lucas Vespa
8544	Fabrizio Petrini
8545	Marion Lepmets
8546	Eric Ras
8547	João C. Xavier-Junior
8548	Alberto Signoretti
8549	Anne M. P. Canuto
8550	André M. C. Campos
8551	Luiz M. G. Gonçalves
8552	Sergio V. Fialho
8553	Michael zur Muehlen
8554	Michael Rosemann
8555	Tin Huynh
8556	Kiem Hoang
8557	Dao Lam
8558	P. Yu
8559	Tsung Chih Lai
8560	Richard K. Belew
8561	Malcolm A. Sabin
8562	Alex Ivanov
8563	Emma Mileva
8564	Christopher J. Waple
8565	Yasushi Tsubota
8566	Masatake Dantsuji
8567	Takuya Akashi
8568	Minoru Fukumi
8569	Norio Akamatsu
8570	Petr Hlineny
8571	Robin Hofe
8572	Roger K. Moore
8573	Teodor C. Przymusinski
8574	Amir Herzberg
8575	Ronen Margulies
8576	Quanyan Zhu
8577	Tamer Basar
8578	André Stauffer
8579	Joël S. Rossier
8580	Yuichi Yamamoto
8581	Kiyoshi Akama
8582	Masaharu Munetomo
8583	Takahiko Ishikawa
8584	Huyen-Trang Vu
8585	Anubhuti Roda Mohindra
8586	Charu Kumar
8587	Martin Schneider 0006
8588	Christoph Stamm
8589	Jürgen Symanzik
8590	Peter Widmayer
8591	Carme Quer
8592	Andreas Holzinger
8593	Harold W. Thimbleby
8594	Russell Beale
8595	Say Ying Lim
8596	Santos González
8597	Viktor T. Markov
8598	Consuelo Martínez
8599	A. A. Nechaev
8600	Ignacio F. Rúa
8601	Smita Pradhan
8602	Dipti Patra
8603	C. S. Indulkar
8604	K. Ramalingam
8605	Fang Kong
8606	Guodong Zhou
8607	Dominique Mirandolle
8608	Inge van de Weerd
8609	Sjaak Brinkkemper
8610	Geraldine Ryan
8611	Edward Shinnick
8612	Xiao Tang
8613	Rajiv Kishore
8614	Philippe Mathieu
8615	Jean-Christophe Routier
8616	Yann Secq
8617	Cosimo Laneve
8618	Gianluigi Zavattaro
8619	Khalil Riad Bouzidi
8620	Catherine Faron-Zucker
8621	Bruno Fies
8622	Nhan Le Thanh
8623	Duane Hybertson
8624	Zhi Qiang Zhuang
8625	Maurice Pagnucco
8626	Xinglong Zhu
